game_pk,game_date,season,home_team,away_team,game_start,start_hour,home_runs_scored,away_runs_scored,total_runs,home_runs_hit,strikeouts,walks,hits,total_pitches,avg_exit_velocity,n_barrels,n_bbe,barrel_rate,hr_h_ratio,temp_f,temp_c,rhum,pres,prcp,wspd,wspd_mph,wdir,wind_dir_bucket,wind_cf,wind_lcf,wind_rcf
661407,2022-07-24,2022,CWS,CLE,2022-07-24 13:10:00,13.0,6,3,9,5,14,4,19,253,80.7,2,55,0.0364,0.2632,85.2,29.5,66.3,988.5,0.2,25.2,15.7,266.3,W,22.64,25.09,17.47
662901,2022-07-24,2022,DET,MIN,2022-07-24 13:40:00,13.0,1,9,10,0,13,3,15,299,82.5,2,56,0.0357,0.0,86.1,30.1,60.3,987.3,0.0,31.0,19.3,232.0,SW,-8.29,2.44,-18.02
662656,2022-07-24,2022,KC,TB,2022-07-24 13:10:00,13.0,4,2,6,1,12,3,19,252,82.0,4,55,0.0727,0.0526,93.0,33.9,39.0,984.3,0.1,10.6,6.6,37.4,NE,-10.47,-10.32,-9.36
662682,2022-07-24,2022,LAD,SF,2022-07-24 13:10:00,13.0,7,4,11,1,20,5,19,311,83.4,2,50,0.04,0.0526,81.4,27.5,48.0,992.1,0.0,17.5,10.9,231.7,SW,15.25,11.42,17.24
661184,2022-07-24,2022,MIL,COL,2022-07-24 13:10:00,13.0,10,9,19,3,19,11,25,397,79.3,6,56,0.1071,0.12,85.5,29.7,45.7,986.9,0.0,21.5,13.4,297.7,NW,20.56,21.51,17.12
662458,2022-07-24,2022,NYM,SD,2022-07-24 19:08:00,19.0,8,5,13,1,10,9,25,328,83.9,3,62,0.0484,0.04,84.9,29.4,65.0,1013.6,0.0,16.6,10.3,203.0,SW,16.6,15.55,15.65
661556,2022-07-24,2022,PHI,CHC,2022-07-24 12:05:00,12.0,3,4,7,4,14,4,16,267,81.6,5,54,0.0926,0.25,94.2,34.5,38.3,1015.1,0.0,19.2,11.9,213.7,SW,18.84,16.43,18.97
662357,2022-07-24,2022,PIT,MIA,2022-07-24 13:35:00,13.0,5,6,11,2,30,4,17,318,82.6,2,46,0.0435,0.1176,85.5,29.7,57.3,988.1,0.1,18.0,11.2,268.1,W,16.39,17.95,12.85
662145,2022-07-24,2022,SEA,HOU,2022-07-24 13:10:00,13.0,5,8,13,3,17,6,21,298,83.7,2,55,0.0364,0.1429,75.6,24.2,53.3,1017.0,0.0,18.3,11.4,346.7,N,-9.59,-14.33,-3.69
662347,2022-07-25,2022,ATH,HOU,2022-07-25 18:40:00,18.0,7,5,12,4,13,4,17,251,81.3,7,53,0.1321,0.2353,59.5,15.3,87.0,1011.6,0.0,17.1,10.6,261.7,W,13.74,9.41,16.41
663315,2022-07-25,2022,AZ,SF,2022-07-25 18:40:00,18.0,7,0,7,0,12,6,14,252,81.3,2,49,0.0408,0.0,88.5,31.4,52.3,970.4,0.0,6.1,3.8,153.4,SE,5.43,6.03,4.17
661055,2022-07-25,2022,BAL,TB,2022-07-25 19:05:00,19.0,5,1,6,1,13,7,16,287,81.6,2,53,0.0377,0.0625,78.1,25.6,86.7,1012.2,0.1,12.3,7.7,230.1,SW,10.93,8.31,12.22
663219,2022-07-25,2022,BOS,CLE,2022-07-25 19:10:00,19.0,3,1,4,0,20,6,14,275,82.1,2,44,0.0455,0.0,76.0,24.5,83.7,1009.5,1.6,8.2,5.1,231.5,SW,8.18,7.37,8.01
661065,2022-07-25,2022,CHC,PIT,2022-07-25 19:05:00,19.0,3,2,5,1,10,6,17,263,81.7,2,53,0.0377,0.0588,68.1,20.1,72.7,996.0,0.0,10.7,6.7,121.9,SE,-2.44,1.28,-5.87
663046,2022-07-25,2022,CIN,MIA,2022-07-25 18:40:00,18.0,11,2,13,2,17,8,23,300,82.3,1,52,0.0192,0.087,78.0,25.5,56.3,997.8,0.0,9.0,5.6,300.4,NW,8.88,7.93,8.77
662809,2022-07-25,2022,DET,SD,2022-07-25 19:10:00,19.0,12,4,16,5,13,5,23,297,82.9,7,61,0.1148,0.2174,71.6,22.0,56.0,993.6,0.0,7.5,4.6,307.3,NW,6.46,7.35,4.78
662655,2022-07-25,2022,KC,LAA,2022-07-25 19:10:00,19.0,7,0,7,1,17,7,17,282,83.0,6,49,0.1224,0.0588,68.8,20.5,88.3,984.1,13.0,18.3,11.4,67.3,NE,-16.9,-13.5,-18.25
662576,2022-07-25,2022,LAD,WSH,2022-07-25 19:10:00,19.0,1,4,5,2,17,7,16,286,82.5,2,52,0.0385,0.125,67.3,19.6,79.3,993.0,0.0,9.8,6.1,227.3,SW,8.86,6.93,9.73
661231,2022-07-25,2022,MIL,COL,2022-07-25 19:10:00,19.0,0,2,2,1,20,3,10,274,85.7,2,42,0.0476,0.1,67.0,19.4,79.7,994.2,0.0,9.1,5.6,142.7,SE,-8.99,-8.03,-8.86
661555,2022-07-25,2022,PHI,ATL,2022-07-25 19:05:00,19.0,6,4,10,1,19,2,20,284,80.9,3,52,0.0577,0.05,80.4,26.9,83.7,1012.4,0.0,15.5,9.6,229.3,SW,13.83,10.6,15.39
662166,2022-07-25,2022,SEA,TEX,2022-07-25 19:10:00,19.0,4,3,7,3,18,7,14,269,80.9,4,46,0.087,0.2143,71.2,21.8,66.0,1009.4,0.0,13.1,8.1,1.0,N,-9.42,-11.97,-5.74
662346,2022-07-26,2022,ATH,HOU,2022-07-26 18:40:00,18.0,5,3,8,2,19,7,13,286,82.3,3,44,0.0682,0.1538,60.2,15.7,84.3,1014.1,0.0,16.3,10.1,265.0,W,12.46,8.13,15.29
663314,2022-07-26,2022,AZ,SF,2022-07-26 18:40:00,18.0,7,3,10,3,22,6,12,305,82.3,1,41,0.0244,0.25,85.9,29.9,62.7,971.9,0.0,12.5,7.8,254.1,W,3.42,-0.91,7.34
661054,2022-07-26,2022,BAL,TB,2022-07-26 19:05:00,19.0,5,3,8,4,14,3,17,251,85.5,4,52,0.0769,0.2353,73.3,22.9,83.7,1014.6,7.5,2.3,1.4,109.0,E,-0.14,0.64,-0.9
663203,2022-07-26,2022,BOS,CLE,2022-07-26 19:10:00,19.0,3,8,11,2,16,6,19,339,83.9,2,55,0.0364,0.1053,70.6,21.4,59.3,1012.8,0.0,9.6,6.0,260.0,W,7.89,5.53,9.31
661064,2022-07-26,2022,CHC,PIT,2022-07-26 13:20:00,13.0,4,2,6,2,13,1,14,241,83.1,3,52,0.0577,0.1429,75.4,24.1,63.3,993.1,0.0,18.6,11.6,84.3,E,-14.39,-9.49,-17.55
663029,2022-07-26,2022,CIN,MIA,2022-07-26 18:40:00,18.0,1,2,3,1,22,2,13,258,81.6,3,44,0.0682,0.0769,76.5,24.7,77.7,996.2,0.0,8.1,5.1,238.5,SW,4.78,6.74,2.25
661079,2022-07-26,2022,COL,CWS,2022-07-26 18:40:00,18.0,1,2,3,1,16,8,18,289,83.4,2,51,0.0392,0.0556,70.3,21.3,76.7,847.8,2.4,11.0,6.9,198.9,S,10.44,8.59,11.03
662813,2022-07-26,2022,DET,SD,2022-07-26 19:10:00,19.0,4,6,10,1,18,9,17,319,81.4,5,58,0.0862,0.0588,73.6,23.1,61.0,992.0,0.0,10.7,6.6,194.3,S,-8.56,-5.85,-10.24
662653,2022-07-26,2022,KC,LAA,2022-07-26 19:10:00,19.0,0,6,6,2,9,9,14,316,80.1,2,58,0.0345,0.1429,76.8,24.9,87.0,981.5,0.0,10.5,6.5,36.4,NE,-10.41,-10.33,-9.24
662573,2022-07-26,2022,LAD,WSH,2022-07-26 19:10:00,19.0,3,8,11,3,16,4,20,304,81.5,3,59,0.0508,0.15,67.2,19.6,78.7,994.1,0.0,8.2,5.1,204.3,SW,8.23,7.64,7.82
661281,2022-07-26,2022,MIL,MIN,2022-07-26 19:10:00,19.0,7,6,13,5,18,12,18,325,81.7,5,52,0.0962,0.2778,71.5,22.0,66.3,990.8,0.0,11.8,7.4,172.6,S,-9.37,-6.34,-11.28
662438,2022-07-26,2022,NYM,NYY,2022-07-26 19:10:00,19.0,6,3,9,4,16,4,19,299,83.7,5,53,0.0943,0.2105,75.6,24.2,56.0,1014.4,0.0,8.8,5.4,238.8,SW,7.06,4.86,8.41
661563,2022-07-26,2022,PHI,ATL,2022-07-26 19:05:00,19.0,3,6,9,4,19,4,15,294,82.9,5,49,0.102,0.2667,75.6,24.2,72.0,1015.2,0.0,9.9,6.1,214.1,SW,9.67,8.41,9.76
662184,2022-07-26,2022,SEA,TEX,2022-07-26 19:10:00,19.0,5,4,9,2,15,10,15,268,80.6,2,50,0.04,0.1333,76.9,25.0,62.0,1009.7,0.0,11.5,7.2,1.7,N,-8.39,-10.59,-5.18
661716,2022-07-26,2022,TOR,STL,2022-07-26 19:07:00,19.0,10,3,13,4,14,9,22,302,84.7,2,55,0.0364,0.1818,69.0,20.6,77.7,1003.8,0.0,7.8,4.8,153.2,SE,6.93,7.71,5.32
662345,2022-07-27,2022,ATH,HOU,2022-07-27 12:37:00,12.0,4,2,6,3,16,3,13,256,80.8,3,48,0.0625,0.2308,66.7,19.3,66.7,1015.3,0.0,19.8,12.3,269.0,W,14.24,8.68,18.09
663294,2022-07-27,2022,AZ,SF,2022-07-27 12:40:00,12.0,5,3,8,2,13,4,15,280,81.1,3,54,0.0556,0.1333,82.4,28.0,57.3,973.7,0.0,3.0,1.9,335.3,NW,-2.76,-3.02,-2.16
661053,2022-07-27,2022,BAL,TB,2022-07-27 19:05:00,19.0,4,6,10,3,23,5,20,313,82.9,5,54,0.0926,0.15,76.3,24.6,93.3,1010.9,3.0,10.0,6.2,152.6,SE,6.42,8.64,3.42
663191,2022-07-27,2022,BOS,CLE,2022-07-27 19:10:00,19.0,6,7,13,3,8,3,21,280,80.3,6,68,0.0882,0.1429,72.3,22.4,73.3,1010.7,0.0,6.3,3.9,98.5,E,-3.77,-1.8,-5.28
663028,2022-07-27,2022,CIN,MIA,2022-07-27 18:40:00,18.0,5,3,8,2,23,2,15,246,81.1,2,41,0.0488,0.1333,81.1,27.3,69.7,994.0,0.0,12.7,7.9,241.7,SW,8.0,10.88,4.16
661078,2022-07-27,2022,COL,CWS,2022-07-27 13:10:00,13.0,6,5,11,1,16,11,22,317,83.1,3,53,0.0566,0.0455,88.5,31.4,27.0,847.5,0.6,9.4,5.8,13.4,N,-9.11,-7.82,-9.31
662900,2022-07-27,2022,DET,SD,2022-07-27 13:10:00,13.0,4,3,7,0,20,6,14,280,82.2,1,46,0.0217,0.0,78.8,26.0,71.3,987.8,0.3,17.2,10.7,226.4,SW,-6.19,-0.34,-11.29
662652,2022-07-27,2022,KC,LAA,2022-07-27 13:10:00,13.0,0,4,4,0,21,4,16,273,80.8,2,47,0.0426,0.0,85.8,29.9,59.3,983.3,0.0,8.5,5.3,289.0,W,3.73,0.89,6.11
662565,2022-07-27,2022,LAD,WSH,2022-07-27 12:10:00,12.0,7,1,8,0,15,12,16,315,82.4,2,47,0.0426,0.0,81.7,27.6,40.7,994.2,0.0,13.8,8.6,222.3,SW,12.98,10.6,13.8
661249,2022-07-27,2022,MIL,MIN,2022-07-27 13:10:00,13.0,10,4,14,5,21,12,15,337,80.7,4,45,0.0889,0.3333,83.9,28.8,45.7,986.7,0.0,17.0,10.6,282.0,W,14.26,16.56,10.23
662420,2022-07-27,2022,NYM,NYY,2022-07-27 19:10:00,19.0,3,2,5,2,19,7,16,273,82.9,5,49,0.102,0.125,76.6,24.8,74.3,1011.6,0.0,12.0,7.4,172.7,S,10.38,11.79,7.72
661554,2022-07-27,2022,PHI,ATL,2022-07-27 12:35:00,12.0,7,2,9,1,15,5,15,271,80.8,2,50,0.04,0.0667,84.9,29.4,54.3,1012.9,0.1,6.1,3.8,269.3,W,2.39,0.34,4.15
662165,2022-07-27,2022,SEA,TEX,2022-07-27 12:40:00,12.0,4,2,6,1,15,6,12,242,82.0,2,48,0.0417,0.0833,84.4,29.1,50.7,1013.5,0.0,5.6,3.5,317.5,NW,-0.25,-2.13,1.67
661715,2022-07-27,2022,TOR,STL,2022-07-27 19:07:00,19.0,1,6,7,2,21,2,18,277,83.0,5,46,0.1087,0.1111,73.3,23.0,80.3,999.3,0.0,8.6,5.4,180.6,S,8.63,8.08,8.14
661052,2022-07-28,2022,BAL,TB,2022-07-28 12:35:00,12.0,3,0,3,1,20,5,10,264,77.2,1,41,0.0244,0.1,89.5,31.9,57.0,1008.9,0.0,11.4,7.1,226.7,SW,10.43,8.2,11.4
663200,2022-07-28,2022,BOS,CLE,2022-07-28 19:10:00,19.0,4,2,6,2,12,4,11,228,81.7,3,48,0.0625,0.1818,79.3,26.3,78.3,1007.2,0.1,15.7,9.7,200.3,S,14.24,15.61,11.14
663027,2022-07-28,2022,CIN,MIA,2022-07-28 12:35:00,12.0,6,7,13,3,16,5,21,312,84.8,2,56,0.0357,0.1429,87.2,30.7,44.0,995.5,0.0,11.5,7.1,263.0,W,10.01,11.34,7.47
661077,2022-07-28,2022,COL,LAD,2022-07-28 18:40:00,18.0,0,13,13,0,12,6,21,314,81.2,3,63,0.0476,0.0,69.7,20.9,68.0,848.1,0.0,9.5,5.9,353.5,N,-9.41,-9.21,-8.47
662907,2022-07-28,2022,HOU,SEA,2022-07-28 19:10:00,19.0,4,2,6,1,13,4,11,268,82.8,4,48,0.0833,0.0909,83.3,28.5,77.7,1012.1,0.0,14.5,9.0,157.7,S,14.5,13.61,13.64
663380,2022-07-28,2022,LAA,TEX,2022-07-28 18:38:00,18.0,0,2,2,1,21,0,15,260,81.9,3,46,0.0652,0.0667,71.6,22.0,67.3,1005.6,0.0,10.6,6.6,221.7,SW,10.62,10.19,9.76
661257,2022-07-28,2022,NYY,KC,2022-07-28 19:05:00,19.0,1,0,1,1,24,5,6,265,81.7,2,34,0.0588,0.1667,81.6,27.5,69.3,1008.0,0.3,13.6,8.5,209.9,SW,10.8,13.0,7.31
662326,2022-07-28,2022,PIT,PHI,2022-07-28 19:05:00,19.0,7,8,15,2,16,5,22,290,85.2,3,59,0.0508,0.0909,76.1,24.5,69.3,986.1,0.0,9.9,6.1,237.3,SW,5.64,8.07,2.53
662058,2022-07-28,2022,SF,CHC,2022-07-28 18:45:00,18.0,4,2,6,1,19,4,10,269,83.1,1,42,0.0238,0.1,55.9,13.3,93.0,1011.0,0.0,31.5,19.6,248.7,W,29.34,31.49,23.65
661714,2022-07-28,2022,TOR,DET,2022-07-28 19:07:00,19.0,5,3,8,4,11,6,14,266,82.3,6,55,0.1091,0.2857,74.8,23.8,50.3,998.1,0.0,13.1,8.1,283.7,W,-3.1,-7.26,1.44
661501,2022-07-29,2022,ATL,AZ,2022-07-29 19:20:00,19.0,5,2,7,2,10,7,14,255,85.6,4,53,0.0755,0.1429,79.0,26.1,94.3,981.7,0.5,3.2,2.0,262.0,W,0.81,1.83,-0.31
663190,2022-07-29,2022,BOS,MIL,2022-07-29 19:10:00,19.0,1,4,5,0,26,7,15,300,79.5,2,41,0.0488,0.0,82.3,27.9,48.7,1010.0,0.0,14.8,9.2,232.7,SW,14.67,13.11,14.46
663026,2022-07-29,2022,CIN,BAL,2022-07-29 18:40:00,18.0,2,6,8,2,17,8,16,305,82.5,1,49,0.0204,0.125,76.8,24.9,47.7,998.5,0.0,13.1,8.1,321.7,NW,11.44,8.56,12.93
661076,2022-07-29,2022,COL,LAD,2022-07-29 18:40:00,18.0,4,5,9,2,14,8,17,305,81.8,4,56,0.0714,0.1176,73.5,23.0,55.0,848.3,0.0,9.7,6.0,179.9,S,9.73,9.15,9.14
661406,2022-07-29,2022,CWS,ATH,2022-07-29 19:10:00,19.0,3,7,10,5,17,1,15,275,81.8,9,53,0.1698,0.3333,73.0,22.8,68.3,997.3,0.0,4.5,2.8,114.6,SE,-4.5,-4.17,-4.28
662745,2022-07-29,2022,HOU,SEA,2022-07-29 19:10:00,19.0,11,1,12,4,11,9,21,295,83.3,5,60,0.0833,0.1905,80.4,26.9,85.3,1013.6,0.0,9.5,5.9,165.5,S,9.41,8.38,9.29
663379,2022-07-29,2022,LAA,TEX,2022-07-29 18:38:00,18.0,2,7,9,0,18,4,14,283,80.0,1,51,0.0196,0.0,71.8,22.1,68.3,1006.3,0.0,10.5,6.5,203.3,SW,9.79,10.53,7.87
661372,2022-07-29,2022,MIA,NYM,2022-07-29 18:40:00,18.0,4,6,10,2,17,10,18,312,81.2,4,53,0.0755,0.1111,83.6,28.7,68.7,1018.6,0.0,16.6,10.3,109.7,E,-16.61,-15.89,-15.33
661256,2022-07-29,2022,NYY,KC,2022-07-29 19:05:00,19.0,11,5,16,4,20,6,20,295,81.3,5,52,0.0962,0.2,78.9,26.0,62.7,1012.1,0.0,10.7,6.6,278.2,W,9.2,6.78,10.51
662435,2022-07-29,2022,PIT,PHI,2022-07-29 19:05:00,19.0,2,4,6,2,19,6,18,296,84.9,4,55,0.0727,0.1111,71.6,22.0,77.7,989.0,0.0,5.6,3.5,242.5,SW,3.62,4.88,1.93
662268,2022-07-29,2022,SD,MIN,2022-07-29 18:40:00,18.0,10,1,11,6,22,5,14,263,86.6,5,42,0.119,0.4286,69.0,20.5,78.0,1011.7,0.0,9.0,5.6,218.7,SW,7.0,4.66,8.5
662057,2022-07-29,2022,SF,CHC,2022-07-29 19:15:00,19.0,2,4,6,2,20,7,19,304,82.0,1,52,0.0192,0.1053,55.9,13.3,90.0,1011.3,0.0,30.3,18.8,236.7,SW,25.31,29.48,18.09
661871,2022-07-29,2022,TB,CLE,2022-07-29 19:10:00,19.0,1,4,5,1,19,5,14,284,79.1,1,48,0.0208,0.0714,89.1,31.7,53.3,1017.1,0.0,6.6,4.1,0.8,N,-4.75,-6.05,-2.88
661713,2022-07-29,2022,TOR,DET,2022-07-29 19:07:00,19.0,2,4,6,2,19,7,13,311,81.8,3,48,0.0625,0.1538,71.7,22.0,50.7,1003.1,0.0,10.8,6.7,284.7,W,-2.73,-6.12,1.0
662477,2022-07-29,2022,WSH,STL,2022-07-29 19:05:00,19.0,2,6,8,2,15,3,14,263,84.4,3,53,0.0566,0.1429,74.2,23.5,92.3,1012.2,3.8,6.8,4.2,352.0,N,-5.83,-6.65,-4.3
661499,2022-07-30,2022,ATL,AZ,2022-07-30 19:20:00,19.0,6,2,8,3,21,4,15,307,84.2,6,45,0.1333,0.2,76.0,24.4,97.3,984.6,1.6,8.3,5.1,216.0,SW,-4.32,-1.65,-6.47
663192,2022-07-30,2022,BOS,MIL,2022-07-30 16:10:00,16.0,4,9,13,3,17,9,24,368,82.6,3,59,0.0508,0.125,86.2,30.1,28.7,1012.8,0.0,20.4,12.7,299.0,NW,5.61,-1.42,11.97
663025,2022-07-30,2022,CIN,BAL,2022-07-30 18:40:00,18.0,8,2,10,3,17,2,19,277,81.1,2,50,0.04,0.1579,77.5,25.3,51.0,1002.1,0.0,8.1,5.0,129.8,SE,-7.73,-6.44,-8.09
662989,2022-07-30,2022,COL,LAD,2022-07-30 18:10:00,18.0,5,3,8,1,13,0,17,257,81.2,5,54,0.0926,0.0588,85.8,29.9,19.3,847.9,0.0,6.7,4.2,96.0,E,0.7,2.95,-1.63
661451,2022-07-30,2022,CWS,ATH,2022-07-30 18:15:00,18.0,3,2,5,3,10,3,17,260,79.6,5,57,0.0877,0.1765,73.7,23.2,80.0,998.7,0.0,13.0,8.1,129.6,SE,-12.39,-10.34,-12.95
662738,2022-07-30,2022,HOU,SEA,2022-07-30 18:10:00,18.0,4,5,9,1,13,7,17,311,82.0,4,55,0.0727,0.0588,84.2,29.0,76.0,1015.0,0.0,7.1,4.4,118.1,SE,5.46,6.67,3.6
663378,2022-07-30,2022,LAA,TEX,2022-07-30 18:07:00,18.0,9,7,16,3,17,14,15,300,83.2,5,47,0.1064,0.2,73.0,22.8,60.3,1007.8,0.0,10.8,6.7,213.1,SW,10.53,10.66,9.14
661371,2022-07-30,2022,MIA,NYM,2022-07-30 18:10:00,18.0,0,4,4,3,12,4,13,240,84.3,5,51,0.098,0.2308,84.7,29.3,65.0,1020.1,0.0,16.5,10.3,96.0,E,-15.82,-16.47,-13.26
661255,2022-07-30,2022,NYY,KC,2022-07-30 14:05:00,14.0,8,2,10,3,21,10,15,332,80.2,5,45,0.1111,0.2,90.9,32.7,23.7,1014.9,0.0,19.0,11.8,303.3,NW,10.67,4.65,15.4
662415,2022-07-30,2022,PIT,PHI,2022-07-30 19:15:00,19.0,1,2,3,2,18,5,10,275,82.4,3,49,0.0612,0.2,73.0,22.8,72.3,994.9,0.0,4.5,2.8,309.7,NW,4.27,3.56,4.46
662196,2022-07-30,2022,SD,MIN,2022-07-30 16:15:00,16.0,4,7,11,4,23,6,17,318,84.0,5,46,0.1087,0.2353,73.2,22.9,66.0,1012.4,0.0,13.3,8.3,227.3,SW,9.02,5.13,11.82
662112,2022-07-30,2022,SF,CHC,2022-07-30 18:05:00,18.0,5,4,9,2,19,5,17,309,82.8,2,50,0.04,0.1176,57.6,14.2,89.0,1012.5,0.0,28.7,17.8,258.7,W,28.11,28.34,24.49
661870,2022-07-30,2022,TB,CLE,2022-07-30 13:10:00,13.0,6,4,10,3,26,3,21,286,79.3,4,45,0.0889,0.1429,93.2,34.0,40.3,1018.1,0.1,12.7,7.9,131.4,SE,-0.81,3.59,-5.1
661712,2022-07-30,2022,TOR,DET,2022-07-30 15:07:00,15.0,5,3,8,1,15,6,14,244,84.3,3,46,0.0652,0.0714,76.6,24.8,54.3,1008.6,0.0,23.1,14.4,184.3,S,23.03,21.05,22.24
662476,2022-07-30,2022,WSH,STL,2022-07-30 19:15:00,19.0,7,6,13,4,12,6,18,280,83.7,4,55,0.0727,0.2222,79.7,26.5,57.7,1019.1,0.0,6.2,3.8,203.6,SW,6.17,5.75,5.84
661498,2022-07-31,2022,ATL,AZ,2022-07-31 13:35:00,13.0,1,0,1,0,17,6,9,241,80.3,1,40,0.025,0.0,87.0,30.5,56.7,985.5,0.1,16.8,10.4,246.7,SW,-0.24,5.51,-5.96
663189,2022-07-31,2022,BOS,MIL,2022-07-31 13:35:00,13.0,7,2,9,1,13,4,22,291,83.1,2,57,0.0351,0.0455,86.8,30.4,35.3,1017.0,0.0,10.3,6.4,112.3,E,-4.0,-0.5,-7.01
663024,2022-07-31,2022,CIN,BAL,2022-07-31 13:40:00,13.0,3,2,5,2,18,8,13,293,78.9,2,44,0.0455,0.1538,78.2,25.7,61.7,1000.2,0.1,5.7,3.5,182.2,S,-1.98,-0.03,-3.69
662988,2022-07-31,2022,COL,LAD,2022-07-31 13:10:00,13.0,3,7,10,2,17,4,20,309,83.5,3,55,0.0545,0.1,89.1,31.7,25.7,850.8,2.4,10.8,6.7,10.2,N,-10.63,-9.34,-10.64
661388,2022-07-31,2022,CWS,ATH,2022-07-31 13:10:00,13.0,4,1,5,3,17,2,14,264,80.6,6,45,0.1333,0.2143,83.0,28.3,44.7,995.1,0.0,20.4,12.7,213.0,SW,3.72,10.34,-3.35
662918,2022-07-31,2022,HOU,SEA,2022-07-31 13:10:00,13.0,3,2,5,1,23,6,11,292,78.4,1,46,0.0217,0.0909,93.4,34.1,45.3,1015.4,0.0,16.4,10.2,121.7,SE,13.32,15.81,9.23
663377,2022-07-31,2022,LAA,TEX,2022-07-31 13:07:00,13.0,2,5,7,0,24,9,13,277,81.1,2,38,0.0526,0.0,84.4,29.1,46.0,1009.0,0.0,17.3,10.7,224.7,SW,17.27,16.26,16.19
661370,2022-07-31,2022,MIA,NYM,2022-07-31 13:40:00,13.0,3,9,12,1,10,4,29,334,82.2,5,71,0.0704,0.0345,88.5,31.4,59.7,1021.3,0.2,21.1,13.1,99.0,E,-20.55,-21.0,-17.62
661254,2022-07-31,2022,NYY,KC,2022-07-31 13:35:00,13.0,6,8,14,4,15,12,16,351,82.0,4,54,0.0741,0.25,86.1,30.0,37.3,1019.3,0.0,14.9,9.2,183.0,S,6.4,10.6,1.42
662414,2022-07-31,2022,PIT,PHI,2022-07-31 13:35:00,13.0,2,8,10,2,14,2,27,291,84.5,4,64,0.0625,0.0741,73.8,23.2,73.7,992.6,0.5,9.2,5.7,151.3,SE,-7.17,-4.76,-8.71
662267,2022-07-31,2022,SD,MIN,2022-07-31 13:10:00,13.0,3,2,5,3,15,3,11,255,82.8,3,48,0.0625,0.2727,73.8,23.2,80.3,1014.7,0.0,13.3,8.2,251.3,W,4.24,-0.31,8.29
662071,2022-07-31,2022,SF,CHC,2022-07-31 16:08:00,16.0,4,0,4,0,24,3,13,283,81.8,2,39,0.0513,0.0,59.6,15.3,86.3,1014.0,0.0,25.0,15.6,263.7,W,24.88,24.32,22.44
661869,2022-07-31,2022,TB,CLE,2022-07-31 13:40:00,13.0,3,5,8,0,11,9,17,310,83.2,3,58,0.0517,0.0,94.2,34.6,40.7,1019.0,0.0,6.6,4.1,146.7,SE,1.33,3.46,-0.96
661711,2022-07-31,2022,TOR,DET,2022-07-31 12:05:00,12.0,4,1,5,2,12,3,9,224,85.4,5,49,0.102,0.2222,78.4,25.8,59.7,1008.9,0.0,14.1,8.7,172.7,S,13.95,13.72,12.5
662475,2022-07-31,2022,WSH,STL,2022-07-31 13:35:00,13.0,0,5,5,2,20,5,12,277,80.3,3,45,0.0667,0.1667,83.2,28.5,56.3,1018.3,0.6,14.2,8.8,193.0,S,14.04,14.0,12.39
662947,2022-08-01,2022,CLE,AZ,2022-08-01 19:10:00,19.0,6,5,11,4,18,7,19,331,78.7,4,64,0.0625,0.2105,77.0,25.0,77.0,986.1,0.1,18.0,11.2,225.3,SW,12.65,7.51,16.27
661387,2022-08-01,2022,CWS,KC,2022-08-01 19:10:00,19.0,1,2,3,2,15,2,16,269,81.8,1,53,0.0189,0.125,75.7,24.3,72.0,990.9,0.0,12.0,7.5,280.7,W,11.74,11.88,10.19
662737,2022-08-01,2022,HOU,BOS,2022-08-01 19:10:00,19.0,2,3,5,1,17,4,12,275,81.5,5,48,0.1042,0.0833,83.2,28.4,79.3,1013.8,0.1,12.7,7.9,148.7,SE,12.52,12.43,11.1
661369,2022-08-01,2022,MIA,CIN,2022-08-01 18:40:00,18.0,1,3,4,0,19,3,15,284,82.4,0,49,0.0,0.0,82.5,28.1,77.0,1019.4,0.0,12.3,7.7,72.0,E,-9.38,-11.55,-6.07
661671,2022-08-01,2022,MIN,DET,2022-08-01 18:40:00,18.0,5,3,8,1,21,5,17,299,80.3,5,53,0.0943,0.0588,77.2,25.1,57.0,982.4,0.0,4.5,2.8,255.4,W,4.35,4.48,3.7
661268,2022-08-01,2022,NYY,SEA,2022-08-01 19:05:00,19.0,7,2,9,5,11,6,17,285,82.5,7,56,0.125,0.2941,74.8,23.8,76.0,1010.7,0.0,7.6,4.7,228.2,SW,7.2,7.63,5.91
662224,2022-08-01,2022,SD,COL,2022-08-01 18:40:00,18.0,4,1,5,2,15,5,13,270,82.5,2,46,0.0435,0.1538,71.1,21.7,79.7,1014.4,0.0,7.0,4.3,236.9,SW,3.82,1.58,5.6
662070,2022-08-01,2022,SF,LAD,2022-08-01 18:45:00,18.0,2,8,10,3,13,5,16,285,82.5,7,55,0.1273,0.1875,66.7,19.3,68.0,1013.6,0.0,11.9,7.4,256.8,W,11.55,11.78,9.93
661820,2022-08-01,2022,TEX,BAL,2022-08-01 19:05:00,19.0,2,7,9,3,15,3,19,284,85.1,5,58,0.0862,0.1579,93.4,34.1,38.3,994.1,0.0,16.6,10.3,145.1,SE,-3.58,2.19,-8.92
662474,2022-08-01,2022,WSH,NYM,2022-08-01 19:05:00,19.0,3,7,10,3,13,6,19,315,80.5,3,57,0.0526,0.1579,74.2,23.4,90.3,1011.0,3.3,4.7,2.9,253.3,W,2.95,1.54,4.01
661496,2022-08-02,2022,ATL,PHI,2022-08-02 19:20:00,19.0,13,1,14,2,23,10,18,328,83.7,2,43,0.0465,0.1111,75.1,23.9,94.3,980.9,0.1,4.9,3.0,237.4,SW,-0.86,0.84,-2.46
