game_pk,game_date,season,away_team,game_start,start_hour,home_runs_scored,away_runs_scored,total_runs,home_runs_hit,strikeouts,walks,hits,total_pitches,avg_exit_velocity,n_barrels,n_bbe,barrel_rate,hr_h_ratio,home_bat_hr,home_bat_k,home_bat_bb,home_bat_h,home_bat_pitches,home_bat_exit_velo,home_bat_bbe,home_bat_hr_h_ratio,away_bat_hr,away_bat_k,away_bat_bb,away_bat_h,away_bat_pitches,away_bat_exit_velo,away_bat_bbe,away_bat_hr_h_ratio,temp_f,temp_c,rhum,pres,prcp,wspd,wspd_mph,wdir,wind_dir_bucket,wind_cf,wind_lcf,wind_rcf,day_night
634105,2021-05-15,2021,NYM,2021-05-15 13:10:00,13,12,5,17,3,22,7,23,275,81.5,6,52,0.1154,0.1304,0.0,10.0,5.0,15.0,148.0,81.7,61.0,0.0,3.0,12.0,2.0,8.0,127.0,81.2,39.0,0.375,84.1,28.9,35.7,1018.1,0.0,14.0,8.7,17.0,N,-12.39,-13.9,-9.39,day
634071,2021-05-16,2021,NYM,2021-05-16 13:10:00,13,7,1,8,4,13,2,12,234,81.5,3,47,0.0638,0.3333,3.0,4.0,1.0,10.0,121.0,82.8,46.0,0.3,1.0,9.0,1.0,2.0,113.0,80.0,35.0,0.5,84.4,29.1,31.3,1018.6,0.0,14.3,8.9,51.0,NE,-14.19,-12.82,-13.84,day
633990,2021-05-25,2021,KC,2021-05-25 19:10:00,19,1,2,3,1,23,5,11,239,83.9,3,40,0.075,0.0909,0.0,9.0,5.0,4.0,122.0,84.1,44.0,0.0,1.0,14.0,0.0,7.0,117.0,83.6,34.0,0.1429,79.6,26.4,62.0,1018.8,0.0,14.9,9.3,294.3,NW,5.26,0.17,9.71,night
634064,2021-05-26,2021,KC,2021-05-26 19:10:00,19,2,1,3,1,25,11,7,293,80.5,1,40,0.025,0.1429,0.0,13.0,8.0,3.0,160.0,78.4,39.0,0.0,1.0,12.0,2.0,4.0,133.0,82.7,36.0,0.25,79.0,26.1,63.3,1018.1,0.0,17.8,11.1,306.0,NW,2.78,-3.4,8.62,night
633915,2021-05-27,2021,KC,2021-05-27 15:10:00,15,7,2,9,2,20,6,16,278,79.0,2,44,0.0455,0.125,1.0,10.0,5.0,8.0,163.0,79.0,54.0,0.125,1.0,10.0,1.0,8.0,115.0,79.0,41.0,0.125,85.2,29.5,50.7,1015.8,0.3,16.9,10.5,251.7,W,15.1,11.59,16.78,day
633894,2021-05-29,2021,PHI,2021-05-29 13:10:00,13,5,3,8,2,31,8,11,278,76.6,1,31,0.0323,0.1818,1.0,16.0,3.0,6.0,132.0,75.5,30.0,0.1667,1.0,15.0,3.0,5.0,146.0,77.6,32.0,0.2,82.8,28.2,59.3,1011.8,0.6,19.5,12.1,225.0,SW,19.5,18.32,18.32,day
633892,2021-05-30,2021,PHI,2021-05-30 13:10:00,13,6,2,8,2,18,5,19,297,81.2,2,49,0.0408,0.1053,2.0,10.0,4.0,9.0,145.0,82.1,53.0,0.2222,0.0,8.0,1.0,10.0,152.0,80.2,47.0,0.0,81.6,27.6,67.3,1015.4,0.0,6.1,3.8,192.3,S,5.13,5.95,3.69,day
633766,2021-06-08,2021,WSH,2021-06-08 19:10:00,19,3,1,4,1,22,12,13,338,82.0,3,39,0.0769,0.0769,1.0,8.0,8.0,7.0,182.0,81.0,51.0,0.1429,0.0,14.0,4.0,6.0,156.0,83.1,45.0,0.0,80.9,27.2,74.3,1017.6,5.4,4.9,3.1,127.4,SE,-0.65,1.06,-2.28,night
633767,2021-06-09,2021,WSH,2021-06-09 19:10:00,19,7,9,16,5,31,12,18,407,80.8,10,53,0.1887,0.2778,2.0,13.0,6.0,8.0,212.0,82.2,66.0,0.25,3.0,18.0,4.0,10.0,195.0,79.1,53.0,0.3,85.2,29.6,59.0,1016.0,0.0,13.3,8.2,323.0,NW,-1.85,-6.23,2.75,night
633781,2021-06-11,2021,BAL,2021-06-11 19:10:00,19,4,2,6,2,16,6,13,276,78.0,3,46,0.0652,0.1538,1.0,8.0,4.0,9.0,158.0,79.6,51.0,0.1111,1.0,8.0,2.0,4.0,118.0,76.0,41.0,0.25,84.2,29.0,65.0,1011.8,0.0,14.6,9.1,273.7,W,9.61,5.29,12.78,night
